url,address,city_state_zip,full_address,lat,lon,address2,housing_type,baths,beds,sqft,soundscore,noise,central_air,date_sold,garage,lot_size,patio,porch, sold_price ,year_built
https://www.redfin.com/TX/Austin/3804-Vineland-Dr-78722/unit-B/home/147336602,3804 Vineland,"Austin, TX 78722","3804 VinelandAustin, TX 78722",30.28968,-97.711,,House,2,3,1317,73,Moderate Noise,Y,9/7/2017,Y,3616,N,N,358000,2007
https://www.redfin.com/TX/Austin/3808-Sycamore-Dr-78722/home/31407619,"3808 Sycamore Dr,","Austin, TX 78722","3808 Sycamore Dr,Austin, TX 78722",30.2911,-97.7116,,House,2,3,1544,73,Moderate Noise,Y,7/27/2018,N,11326,N,N,460000,1953
https://www.redfin.com/TX/Austin/3811-Brookview-Rd-78722/home/31407625,3811 Brookview Rd,"Austin, TX 78722","3811 Brookview RdAustin, TX 78722",30.29047,-97.71,,House,2,3,2185,73,Moderate Noise,N,11/26/2019,N,11326,N,N,488000,1951
https://www.redfin.com/TX/Austin/3904-Sycamore-Dr-78722/home/31407810,"3904 Sycamore Dr,","Austin, TX 78722","3904 Sycamore Dr,Austin, TX 78722",30.29292,-97.7121,,House,3,3,1708,73,Moderate Noise,Y,10/6/2016,Y,9335,Y,Y,549120,1961
https://www.redfin.com/TX/Austin/1702-Giles-St-78722/home/31402224,"1702 Giles St,","Austin, TX 78722","1702 Giles St, Austin, TX 78722",30.29034,-97.71355,,House,1,2,1230,74,Moderate Noise,Y,10/1/2020,Y,7187,N,Y,365000,1947
https://www.redfin.com/TX/Austin/2102-A-B-Rountree-Dr-78722/home/171366818,"2102 A & B Rountree Dr,","Austin, TX 78722","2102 A & B Rountree Dr, Austin, TX 78722",30.28373,-97.70713,,House,2,3,1554,74,Moderate Noise,N,7/10/2020,N,6360,N,N,495000,1948
https://www.redfin.com/TX/Austin/2206-Alexander-Ave-78722/home/31393225,"2206 Alexander Ave,","Austin, TX 78722","2206 Alexander Ave, Austin, TX 78722",30.2849,-97.71027,,House,2,3,1390,74,Moderate Noise,Y,7/2/2020,N,6098,Y,Y,499900,1946
https://www.redfin.com/TX/Austin/3509-Grayson-Ln-78722/home/31402189,"3509 Grayson Ln,","Austin, TX 78722","3509 Grayson Ln, Austin, TX 78722",30.28753,-97.7092,,House,2,2,1426,74,Moderate Noise,Y,10/28/2020,Y,10759,N,Y,570000,1950
https://www.redfin.com/TX/Austin/3811-Half-Penny-Rd-78722/home/31407631,"3811 Half Penny Rd,","Austin, TX 78722","3811 Half Penny Rd, Austin, TX 78722",30.29164,-97.71236,,House,2,3,1952,74,Moderate Noise,Y,4/9/2021,Y,10411,N,N,710000,1951
https://www.redfin.com/TX/Austin/3702-Grayson-Ln-78722/home/31402161,3702 Grayson Ln,"Austin, TX 78722","3702 Grayson Ln Austin, TX 78722",30.28832,-97.70917,,House,2,3,1667,74,Moderate Noise,Y,8/27/2020,Y,7057,Y,Y,765432,1949
https://www.redfin.com/TX/Austin/2200-E-20th-St-78722/home/31392068,2200 E 20th St,"Austin, TX 78722","2200 E 20th St Austin, TX 78722",30.2815,-97.71836,,House,4,6,2887,74,Moderate Noise,Y,10/30/2020,Y,4595,N,N,1096000,2020
https://www.redfin.com/TX/Austin/1706-E-40th-St-78722/home/31406724,"1706 E 40th St,","Austin, TX 78722","1706 E 40th St,Austin, TX 78722",30.2933,-97.7112,,House,2.5,4,2227,74,Moderate Noise,Y,9/25/2017,Y,8799,Y,N,688750,1948
https://www.redfin.com/TX/Austin/2005-Chestnut-Ave-78722/home/31392010,"2005 Chestnut Ave,","Austin, TX 78722","2005 Chestnut Ave,Austin, TX 78722",30.28189,-97.7174,,House,1,3,1092,74,Moderate Noise,Y,6/4/2018,Y,10237,Y,N,370000,1920
https://www.redfin.com/TX/Austin/2118-Rountree-Dr-78722/home/31393261,2118 Rountree Dr,"Austin, TX 78722","2118 Rountree DrAustin, TX 78722",30.28474,-97.7077,,House,1,2,810,74,Moderate Noise,N,7/1/2019,Y,6669,N,N,313000,1950
https://www.redfin.com/TX/Austin/2202-Alexander-Ave-78722/home/31393227,2202 Alexander Ave,"Austin, TX 78722","2202 Alexander AveAustin, TX 78722",30.28462,-97.7103,,House,2,3,1786,74,Moderate Noise,Y,4/1/2019,N,6,Y,Y,555000,2012
https://www.redfin.com/TX/Austin/3209-Merrie-Lynn-Ave-78722/home/31402103,3209 Merrie Lynn Ave,"Austin, TX 78722","3209 Merrie Lynn AveAustin, TX 78722",30.28625,-97.712,,House,1,2,856,74,Moderate Noise,N,9/6/2018,N,7971,Y,Y,380350,1948
https://www.redfin.com/TX/Austin/3308-Hemlock-Ave-78722/home/31402400,3308 Hemlock Ave,"Austin, TX 78722","3308 Hemlock AveAustin, TX 78722",30.28828,-97.7148,,House,1,2,912,74,Moderate Noise,Y,5/15/2018,N,6750,N,N,400000,1950
https://www.redfin.com/TX/Austin/3706-Grayson-Ln-78722/home/31402163,"3706 Grayson Ln,","Austin, TX 78722","3706 Grayson Ln,Austin, TX 78722",30.28861,-97.7091,,House,2,3,1449,74,Moderate Noise,Y,7/20/2016,N,6970,N,N,491800,1949
https://www.redfin.com/TX/Austin/3810-Sycamore-Dr-78722/home/31407620,3810 Sycamore Dr,"Austin, TX 78722","3810 Sycamore DrAustin, TX 78722",30.29133,-97.7117,,House,2,3,1835,74,Moderate Noise,Y,6/7/2019,Y,7492,N,N,616000,1951
https://www.redfin.com/TX/Austin/3706-Basford-Rd-78722/home/31402292,"3706 Basford Rd,","Austin, TX 78722","3706 Basford Rd, Austin, TX 78722",30.28889,-97.71002,,House,1,3,1334,75,Moderate Noise,Y,7/27/2020,Y,10019,N,N,350000,1951
https://www.redfin.com/TX/Austin/2104-Maple-Ave-78722/unit-B/home/171154691,2104 Maple Ave ,"Austin, TX 78722","2104 Maple Ave  Austin, TX 78722",30.28303,-97.71699,"Unit B,",House,2.5,2,1060,75,Low Noise,Y,6/23/2020,Y,7405,Y,Y,484500,2020
https://www.redfin.com/TX/Austin/3507-Grayson-Ln-78722/home/31402184,"3507 Grayson Ln,","Austin, TX 78722","3507 Grayson Ln, Austin, TX 78722",30.2874,-97.70931,,House,1,2,861,75,Low Noise,Y,2/10/2021,Y,16988,Y,N,550000,1949
https://www.redfin.com/TX/Austin/3507-Basford-Rd-78722/home/31402111,"3507 Basford Rd,","Austin, TX 78722","3507 Basford Rd, Austin, TX 78722",30.288219,-97.7099,,House,2,2,1368,75,Low Noise,Y,9/29/2020,Y,6839,N,N,599000,1950
https://www.redfin.com/TX/Austin/2102-Maple-Ave-78722/unit-2/home/172501507,2102 Maple Ave ,"Austin, TX 78722","2102 Maple Ave  Austin, TX 78722",30.28289,-97.71695,"#2,",House,2.5,3,1398,75,Low Noise,Y,7/16/2020,Y,7405,N,N,600000,2020
https://www.redfin.com/TX/Austin/3904-Vineland-Dr-78722/home/31407696,"3904 Vineland Dr,","Austin, TX 78722","3904 Vineland Dr, Austin, TX 78722",30.29178,-97.70974,,House,2,3,1692,75,Low Noise,N,6/11/2020,N,9496,Y,N,685000,1963
https://www.redfin.com/TX/Austin/2205-Curtis-Ave-78722/unit-1/home/171247648,2205 Curtis Ave ,"Austin, TX 78722","2205 Curtis Ave  Austin, TX 78722",30.28445,-97.71215,#1,House,3.5,4,2588,75,Low Noise,Y,7/2/2020,Y,3484,Y,Y,778500,2020
https://www.redfin.com/TX/Austin/2106-Maple-Ave-78722/unit-1/home/173967214,2106 Maple Ave ,"Austin, TX 78722","2106 Maple Ave  Austin, TX 78722",30.28317,-97.717,#1,House,2.5,3,1830,75,Low Noise,Y,2/9/2021,Y,7187,N,Y,906000,2020
https://www.redfin.com/TX/Austin/1722-Giles-St-78722/home/31402253,1722 Giles St,", Austin, TX 78722","1722 Giles St, Austin, TX 78722",30.28939,-97.7119,,House,2,3,1057,75,Low Noise,Y,5/26/2017,N,7231,Y,Y,385000,1949
https://www.redfin.com/TX/Austin/1802-E-40th-St-78722/home/31406799,"1802 E 40th St,","Austin, TX 78722","1802 E 40th St,Austin, TX 78722",30.29259,-97.7098,,House,3,4,2027,75,Low Noise,N,9/14/2018,N,9322,Y,Y,615000,1950
https://www.redfin.com/TX/Austin/2003-Coleto-St-78722/home/31391969,"2003 Coleto St,","Austin, TX 78722","2003 Coleto St,Austin, TX 78722",30.28167,-97.7184,,House,2,3,1742,75,Low Noise,Y,12/15/2017,N,5401,Y,N,493000,1928
https://www.redfin.com/TX/Austin/2804-E-22nd-St-78722/unit-B/home/31393222,2804 E 22nd St,"Austin, TX 78722","2804 E 22nd St Austin, TX 78722",30.28444,-97.7118,Unit B,House,1,6,3332,75,Low Noise,N,9/28/2018,N,9901,Y,Y,579000,2017
https://www.redfin.com/TX/Austin/3500-Basford-Rd-78722/home/31402298,3500 Basford Rd,"Austin, TX 78722","3500 Basford RdAustin, TX 78722",30.28752,-97.7101,,House,1,2,838,75,Low Noise,Y,4/5/2019,N,10685,N,Y,420000,1950
https://www.redfin.com/TX/Austin/3503-Grayson-Ln-78722/home/31402304,3503 Grayson Ln,"Austin, TX 78722","3503 Grayson LnAustin, TX 78722",30.28734,-97.7097,,House,1,2,1005,75,Low Noise,Y,2/19/2020,N,12197,N,Y,354000,1950
https://www.redfin.com/TX/Austin/3903-Vineland-Dr-78722/home/31407689,"3903 Vineland Dr,","Austin, TX 78722","3903 Vineland Dr,Austin, TX 78722",30.29144,-97.7094,,House,1,3,1800,75,Low Noise,Y,8/25/2017,Y,14375,N,N,494900,1958
https://www.redfin.com/TX/Austin/3213-Walnut-Ave-78722/home/31402199,3213 Walnut Ave,"Austin, TX 78722","3213 Walnut Ave Austin, TX 78722",30.28739,-97.71442,,House,1,3,944,76,Low Noise,Y,7/22/2020,Y,8712,Y,Y,462000,1955
https://www.redfin.com/TX/Austin/2801-E-22nd-St-78722/home/31393282,2801 E 22nd St,"Austin, TX 78722","2801 E 22nd St Austin, TX 78722",30.28385,-97.71199,,House,1,2,720,76,Low Noise,Y,9/18/2020,N,12197,N,Y,505000,1935
https://www.redfin.com/TX/Austin/2107-Maple-Ave-78722/home/31391985,"2107 Maple Ave,","Austin, TX 78722","2107 Maple Ave, Austin, TX 78722",30.28337,-97.71664,,House,1,2,750,76,Low Noise,Y,4/9/2021,N,6264,Y,N,550000,1959
https://www.redfin.com/TX/Austin/3509-Vineland-Dr-78722/home/31402215,"3509 Vineland Dr,","Austin, TX 78722","3509 Vineland Dr, Austin, TX 78722",30.28839,-97.71138,,House,3,3,1750,76,Low Noise,Y,12/30/2020,N,7144,Y,Y,685000,1952
https://www.redfin.com/TX/Austin/2606-Rogers-Ave-78722/unit-A/home/109914289,2606 Rogers Ave ,"Austin, TX 78722","2606 Rogers Ave  Austin, TX 78722",30.28324,-97.71448,Unit A,House,3,5,1988,76,Low Noise,Y,2/12/2021,Y,5227,Y,Y,715000,2014
https://www.redfin.com/TX/Austin/2800-E-22nd-St-78722/unit-1/home/171299278,2800 E 22nd St ,"Austin, TX 78722","2800 E 22nd St  Austin, TX 78722",30.28427,-97.71209,#1,House,3.5,3,2192,76,Low Noise,Y,5/22/2020,Y,3477,Y,Y,747000,2020
https://www.redfin.com/TX/Austin/2507-Weber-Ave-78722/home/31391963,"2507 Weber Ave,",", Austin, TX 78722","2507 Weber Ave,, Austin, TX 78722",30.28219,-97.7154,,House,2,3,2072,76,Low Noise,Y,5/16/2019,Y,7841,N,N,430000,1958
https://www.redfin.com/TX/Austin/2606-Rogers-Ave-78722/unit-B/home/62232803,2606 Rogers Ave,"Austin, TX 78722","2606 Rogers AveAustin, TX 78722",30.28324,-97.7145,Unit B,House,1.5,2,942,76,Low Noise,Y,9/17/2019,Y,2222,N,N,375000,2014
https://www.redfin.com/TX/Austin/2706-E-22nd-St-78722/home/31393302,2706 E 22nd St,"Austin, TX 78722","2706 E 22nd StAustin, TX 78722",30.28411,-97.7134,,House,1,2,909,76,Low Noise,N,7/31/2018,N,10020,N,N,435000,1930
https://www.redfin.com/TX/Austin/2803-E-22nd-St-78722/home/31393281,2803 E 22nd St,"Austin, TX 78722","2803 E 22nd StAustin, TX 78722",30.2839,-97.7118,,House,2,2,1356,76,Low Noise,Y,3/22/2017,Y,12197,N,N,545000,1937
https://www.redfin.com/TX/Austin/2808-E-22nd-St-78722/home/31393220,2808 E 22nd St,", Austin, TX 78722","2808 E 22nd St, Austin, TX 78722",30.28436,-97.7115,,House,1,3,884,76,Low Noise,Y,4/3/2020,N,9888,N,N,508000,1946
https://www.redfin.com/TX/Austin/3319-Hemlock-Ave-78722/home/31402244,"3319 Hemlock Ave,","Austin, TX 78722","3319 Hemlock Ave,Austin, TX 78722",30.2887,-97.7141,,House,2,3,1668,76,Low Noise,Y,10/19/2018,N,7230,Y,N,480000,1951
https://www.redfin.com/TX/Austin/3505-Vineland-Dr-78722/home/31402213,"3505 Vineland Dr,",", Austin, TX 78722","3505 Vineland Dr,, Austin, TX 78722",30.28815,-97.7112,,House,1,2,728,76,Low Noise,Y,9/18/2019,N,6360,Y,N,308000,1954
https://www.redfin.com/TX/Austin/3403-Merrie-Lynn-Ave-78722/home/31402117,3403 Merrie Lynn Ave,"Austin, TX 78722","3403 Merrie Lynn Ave Austin, TX 78722",30.28777,-97.71214,,House,2,3,1655,77,Low Noise,Y,7/31/2020,Y,9849,Y,Y,485700,1956
https://www.redfin.com/TX/Austin/3313-Merrie-Lynn-Ave-78722/home/31402096,"3313 Merrie Lynn Ave,","Austin, TX 78722","3313 Merrie Lynn Ave,Austin, TX 78722",30.28739,-97.7122,,House,1,3,1440,77,Low Noise,Y,6/20/2019,N,7797,N,N,307500,1966
